panneemjare	kehruunystyrä	n		bio3
syejikappeer 	kypärä	n		bio3
njamonjune 	imukärsä	n		bio3
nannaamjieŋâ 	mannerjää	n		bio3
šleđgâ	sähkö	n		bio3
riisihärö 	riisihärö	n		bio3
Peeivitäsideijee 	Päiväntasaaja	prop		bio3
Puáhinävli 	Pohjantähti	prop		bio3
tálvástâllâđ 	talvehtia	v		bio3
läälliđ 	hautoa	v		bio3
kásániđ	liuota	v		bio3
skuáppuluvvâđ	koteloitua	v		bio3
pessiđ 	pesiä	v		bio3
kovjiđ 	pölyttää	v		bio3
Meerâpohe	Merenkurkku	prop	SUOPMA	bio3
čalmettem 	sokea	a	HUMAN_A	bio3
peljittem 	huonokuuloinen	a	HUMAN_A	bio3
syejiluoddâ 	suojatie	n	ROAD	bio3
vázáttâh 	jalkakäytävä	n	ROAD	bio3
sodâsuárree 	liito-orava	n	ANIMAL_WILD	bio3
kyevdi 	kyykäärme	n	ANIMAL_WILD	bio3
äimisäplig 	siili	n	ANIMAL_WILD	bio3
muldesäplig	myyrä	n	ANIMAL_WILD	bio3
čäcisäplig 	vesimyyrä	n	ANIMAL_WILD	bio3
mievri	mäyrä	n	ANIMAL_WILD	bio3
stuorrâoppuu 	huuhkaja	n	BIRD	bio3
näkki 	naakka	n	BIRD	bio3
lädikuávská	harakka	n	BIRD	bio3
paaccâhčäšni	käpytikka	n	BIRD	bio3
syeiniaččin 	heinäsirkka	n	BIRD	bio3
jierssee 	kanahaukka	n	BIRD	bio3
tevkisolbe 	suruvaippa	n	BIRD	bio3
tuáršu	sorsa	n	BIRD	bio3
pesnirihhááš	västäräkki	n	BIRD	bio3
kierâš 	palokärki	n	BIRD	bio3
kiehâ	käki	n	BIRD	bio3
pyeidicissááš 	talitiainen	n	BIRD	bio3
čuovjiscissááš 	sinitiainen	n	BIRD	bio3
cissááš 	lapintiainen	n	BIRD	bio3
puuđijâš	puutiainen	n	BIRD	bio3
vyevdicissááš 	hömötiainen	n	BIRD	bio3
vuoptâcissááš 	töyhtötiainen	n	BIRD	bio3
miäđušijn	kimalainen	n	BIRD	bio3
piäivááloddááš 	perhonen	n	BIRD	bio3
jiereehpiäivááloddááš	herukkaperhonen	n	BIRD	bio3
fiskispiäivááloddááš 	sitruunaperhonen	n	BIRD	bio3
riitaarpiäivááloddááš	ritariperhonen	n	BIRD	bio3
kuolbâpiäivááloddááš	kangasperhonen	n	BIRD	bio3
käskeepiäivááloddááš	nokkosperhonen	n	BIRD	bio3
lanttupiäivááloddááš	lanttuperhonen	n	BIRD	bio3
kiärpáš	huonekärpänen	n	BIRD	bio3
kollepottâ	raatokärpänen	n	BIRD	bio3
ijjâpiäivááloddááš 	yöperhonen, yökkönen	n	BIRD	bio3
piäippáin 	peippo	n	BIRD	bio3
vyevdiloddááš	järripeippo	n	BIRD	bio3
ränisrástágâš 	räkättirastas	n	BIRD	bio3
ruopsisryeivil	punatulkku	n	BIRD	bio3
sajelodde 	paikkalintu	n	BIRD	bio3
tuákkilodde	parvilintu	n	BIRD	bio3
vaanhimlodde 	emolintu	n	BIRD	bio3
kesilodde 	muuttolintu	n	BIRD	bio3
tiälkkutivre 	leppäkerttu	n	BIRD	bio3
syerispáálváš 	haarapääsky	n	BIRD	bio3
spáálváš	räystäspääsky	n	BIRD	bio3
termispáálváš	törmäpääsky	n	BIRD	bio3
äimisäpligpannee 	siilikehrääjä	n	BIRD	bio3
enâdâh	maisema	n	NATURE_PLACE	bio3
suáluikuávlu	saaristo	n	NATURE_PLACE	bio3
nannaam	manner	n	NATURE_PLACE	bio3
pajoseh 	ylänkö	n	NATURE_PLACE	bio3
seevvimkielâ 	viittomakieli	n	LANGUAGE	bio3
puohčâmkäärbis	sukellusvene	n	VEHICLE	bio3
aalmugovdâsteijee 	kansanedustaja	n	PEOPLE	bio3
vandârdeijee 	jalankulkija	n	PEOPLE	bio3
rullâluistájeijee	rullaluistelija	n	PEOPLE	bio3
rullâluávdástellee 	rullalautailija	n	PEOPLE	bio3
ovdánemvádulâš	kehitysvammainen	n	PEOPLE	bio3
uáinimvádulâš 	näkövammainen	n	PEOPLE	bio3
jieŋâäigi 	jääkausi	n	TIME	bio3
eennâmuási	maanosa	n	NATURE	bio3
almekáppálâh 	taivaankappale	n	NATURE	bio3
vijđánemkuávlu	levinneisyysalue	n	NATURE	bio3
ovdâskoddetáálu	eduskuntatalo	n	BUILDING	bio3
vaakunâ 	vaakuna	n	THING	bio3
gneissi 	gneissi	n	THING	bio3
aassâmkorttel	asuinkortteli	n	PLACE_STAYING	bio3
lote 	kiila	n	TOOL	bio3
suoksâ	toukka	n	ANIMAL_OTHER	bio3
sukkârsuoksâ 	sokeritoukka	n	ANIMAL_OTHER	bio3
rippo 	etana	n	ANIMAL_OTHER	bio3
meccirippo	metsäetana	n	ANIMAL_OTHER	bio3
lođâsrapu 	siira	n	ANIMAL_OTHER	bio3
luttihâš	lude	n	ANIMAL_OTHER	bio3
puŋkki 	punkki	n	ANIMAL_OTHER	bio3
kovjâpuŋkki	pölypunkki	n	ANIMAL_OTHER	bio3
stuorrâevni	lukki	n	ANIMAL_OTHER	bio3
ruossâevni 	ristihämähäkki	n	ANIMAL_OTHER	bio3
kutkâ	kekomuurahainen	n	ANIMAL_OTHER	bio3
hiävuškutkâ	hevosmuurahainen	n	ANIMAL_OTHER	bio3
tivre	hyönteinen	n	ANIMAL_OTHER	bio3
piätutivre	petohyönteinen	n	ANIMAL_OTHER	bio3
valve-ellee 	laumaeläin	n	ANIMAL_OTHER	bio3
čielgitävtittem 	selkärangaton	n	ANIMAL_OTHER	bio3
tažâlig	sisilisko	n	ANIMAL_OTHER	bio3
jursee 	jyrsijä	n	ANIMAL_OTHER	bio3
rátuporree 	raadonsyöjä	n	ANIMAL_OTHER	bio3
uáivušjuuhâ 	laskujoki	n	NATURE_WATER	bio3
liegâsvuođâtile 	lämpötila	n	ABSTRACT	bio3
mittokaava	mittakaava	n	ABSTRACT	bio3
pihlejâš	pihlaja	n	PLANT	bio3
cimccâhliljá	helmililja	n	PLANT	bio3
čuovjisliljá	sinililja	n	PLANT	bio3
kukká 	kukka	n	PLANT	bio3
vielgismuáskáš	valkoapila	n	PLANT	bio3
ponjemiesttâ	paatsama	n	PLANT	bio3
kievânjuolâs 	maitohorsma	n	PLANT	bio3
supe	haapa	n	PLANT	bio3
vesa 	taimi	n	PLANT	bio3
kollepuállu	pietaryrtti	n	PLANT	bio3
čohčâmielkkirääsi	syysmaitiainen	n	PLANT	bio3
käskee	nokkonen	n	PLANT	bio3
jaamišrääsi	pihasaunio	n	PLANT	bio3
sävnikuállá	peltosaunio	n	PLANT	bio3
piäldukuállá	peltosaunio	n	PLANT	bio3
kiđđâčalme	kevätesikko	n	PLANT	bio3
urbe 	norkko	n	PLANT	bio3
šovosurbe	hedenorkko	n	PLANT	bio3
čuovjiskiällurääsi	kissankello	n	PLANT	bio3
käskimčuáimáš 	ukonkorento	n	PLANT	bio3
sieivâsuáhi 	hieskoivu	n	PLANT	bio3
sonjosuáhi 	rauduskoivu	n	PLANT	bio3
njuolâshurgee 	horsmakiitäjä	n	PLANT	bio3
čielgi	selkä, selkäranka	n	BODYPART	bio3
parâttâllâđ 	paritella	v	HUMAN_V	bio3
persiljá	persilja	n	FOOD_GROCERY	bio3
jiereeh	herukka, viinimarja	n	FOOD_GROCERY	bio3
porkkan	porkkana	n	FOOD_GROCERY	bio3
uáivátkaalâ 	keräkaali	n	FOOD_GROCERY	bio3
siipuul	sipuli	n	FOOD_GROCERY	bio3
kukkásiipuul	kukkasipuli	n	FOOD_GROCERY	bio3
ruopsisruotâs	punajuuri	n	FOOD_GROCERY	bio3
mietâ	mesi	n	FOOD_GROCERY	bio3
naavrâs	nauris	n	FOOD_GROCERY	bio3
lanttu	lanttu	n	FOOD_GROCERY	bio3
heeđâlm	hedelmä	n	FOOD_GROCERY	bio3
